Date,Close
4/11/2013 16:00:00,5.5
4/12/2013 16:00:00,5.42
4/15/2013 16:00:00,5.24
4/16/2013 16:00:00,5.36
4/17/2013 16:00:00,5.25
4/18/2013 16:00:00,5.29
4/19/2013 16:00:00,5.35
4/22/2013 16:00:00,5.38
4/23/2013 16:00:00,5.41
4/24/2013 16:00:00,5.53
4/25/2013 16:00:00,5.66
4/26/2013 16:00:00,5.84
4/29/2013 16:00:00,6.05
4/30/2013 16:00:00,5.93
5/1/2013 16:00:00,5.71
5/2/2013 16:00:00,5.56
5/3/2013 16:00:00,5.68
5/6/2013 16:00:00,5.85
5/7/2013 16:00:00,6.09
5/8/2013 16:00:00,6.29
5/9/2013 16:00:00,6.22
5/10/2013 16:00:00,6.05
5/13/2013 16:00:00,6.35
5/14/2013 16:00:00,6.4
5/15/2013 16:00:00,6.4
5/16/2013 16:00:00,6.48
5/17/2013 16:00:00,6.55
5/20/2013 16:00:00,6.54
5/21/2013 16:00:00,6.51
5/22/2013 16:00:00,6.29
5/23/2013 16:00:00,6.15
5/24/2013 16:00:00,6.19
5/28/2013 16:00:00,6.38
5/29/2013 16:00:00,6.24
5/30/2013 16:00:00,6.27
5/31/2013 16:00:00,6.09
6/3/2013 16:00:00,6.19
6/4/2013 16:00:00,6.14
6/5/2013 16:00:00,5.9
6/6/2013 16:00:00,5.87
6/7/2013 16:00:00,5.97
6/10/2013 16:00:00,5.89
6/11/2013 16:00:00,5.65
6/12/2013 16:00:00,5.47
6/13/2013 16:00:00,5.71
6/14/2013 16:00:00,5.56
6/17/2013 16:00:00,5.85
6/18/2013 16:00:00,5.97
6/19/2013 16:00:00,6.06
6/20/2013 16:00:00,5.89
6/21/2013 16:00:00,6.02
6/24/2013 16:00:00,5.7
6/25/2013 16:00:00,5.74
6/26/2013 16:00:00,5.77
6/27/2013 16:00:00,6.18
6/28/2013 16:00:00,6.19
7/1/2013 16:00:00,6.16
7/2/2013 16:00:00,6.02
7/3/2013 16:00:00,6.02
7/5/2013 16:00:00,6.5
7/8/2013 16:00:00,6.56
7/9/2013 16:00:00,6.6
7/10/2013 16:00:00,6.62
7/11/2013 16:00:00,6.8
7/12/2013 16:00:00,6.92
7/15/2013 16:00:00,6.65
7/16/2013 16:00:00,6.64
7/17/2013 16:00:00,6.88
7/18/2013 16:00:00,7.09
7/19/2013 16:00:00,7.12
7/22/2013 16:00:00,6.97
7/23/2013 16:00:00,6.62
7/24/2013 16:00:00,6.51
7/25/2013 16:00:00,6.99
7/26/2013 16:00:00,6.91
7/29/2013 16:00:00,6.7
7/30/2013 16:00:00,6.58
7/31/2013 16:00:00,6.58
8/1/2013 16:00:00,6.8
8/2/2013 16:00:00,6.96
8/5/2013 16:00:00,6.95
8/6/2013 16:00:00,6.78
8/7/2013 16:00:00,6.49
8/8/2013 16:00:00,6.8
8/9/2013 16:00:00,6.63
8/12/2013 16:00:00,6.46
8/13/2013 16:00:00,6.57
8/14/2013 16:00:00,6.53
8/15/2013 16:00:00,6.25
8/16/2013 16:00:00,6.43
8/19/2013 16:00:00,5.95
8/20/2013 16:00:00,6.09
8/21/2013 16:00:00,6.09
8/22/2013 16:00:00,6.25
8/23/2013 16:00:00,6.14
8/26/2013 16:00:00,6.04
8/27/2013 16:00:00,5.75
8/28/2013 16:00:00,5.81
8/29/2013 16:00:00,5.52
8/30/2013 16:00:00,5.44
9/3/2013 16:00:00,5.28
9/4/2013 16:00:00,5.42
9/5/2013 16:00:00,5.34
9/6/2013 16:00:00,5.34
9/9/2013 16:00:00,5.39
9/10/2013 16:00:00,5.27
9/11/2013 16:00:00,5.31
9/12/2013 16:00:00,5.18
9/13/2013 16:00:00,5.38
9/16/2013 16:00:00,5.39
9/17/2013 16:00:00,5.56
9/18/2013 16:00:00,5.6
9/19/2013 16:00:00,5.44
9/20/2013 16:00:00,5.43
9/23/2013 16:00:00,5.34
9/24/2013 16:00:00,5.34
9/25/2013 16:00:00,5.33
9/26/2013 16:00:00,5.31
9/27/2013 16:00:00,5.23
9/30/2013 16:00:00,4.93
10/1/2013 16:00:00,4.99
10/2/2013 16:00:00,5.06
10/3/2013 16:00:00,4.87
10/4/2013 16:00:00,4.9
10/7/2013 16:00:00,4.75
10/8/2013 16:00:00,4.65
10/9/2013 16:00:00,4.68
10/10/2013 16:00:00,4.95
10/11/2013 16:00:00,5.35
10/14/2013 16:00:00,5.1
10/15/2013 16:00:00,5.15
10/16/2013 16:00:00,5.24
10/17/2013 16:00:00,5.24
10/18/2013 16:00:00,5.3
10/21/2013 16:00:00,5.32
10/22/2013 16:00:00,5.36
10/23/2013 16:00:00,5.3
10/24/2013 16:00:00,5.41
10/25/2013 16:00:00,5.33
10/28/2013 16:00:00,5.73
10/29/2013 16:00:00,5.14
10/30/2013 16:00:00,5.2
10/31/2013 16:00:00,5.44
11/1/2013 16:00:00,5.08
11/4/2013 16:00:00,5.1
11/5/2013 16:00:00,5.06
11/6/2013 16:00:00,4.9
11/7/2013 16:00:00,4.79
11/8/2013 16:00:00,4.92
11/11/2013 16:00:00,4.83
11/12/2013 16:00:00,4.86
11/13/2013 16:00:00,5.11
11/14/2013 16:00:00,5.09
11/15/2013 16:00:00,5.09
11/18/2013 16:00:00,4.95
11/19/2013 16:00:00,4.94
11/20/2013 16:00:00,4.82
11/21/2013 16:00:00,4.88
11/22/2013 16:00:00,4.79
11/25/2013 16:00:00,4.62
11/26/2013 16:00:00,4.67
11/27/2013 16:00:00,4.99
11/29/2013 16:00:00,5.09
12/2/2013 16:00:00,5.08
12/3/2013 16:00:00,5.12
12/4/2013 16:00:00,5.15
12/5/2013 16:00:00,4.96
12/6/2013 16:00:00,5.08
12/9/2013 16:00:00,4.91
12/10/2013 16:00:00,5
12/11/2013 16:00:00,4.97
12/12/2013 16:00:00,4.93
12/13/2013 16:00:00,4.89
12/16/2013 16:00:00,4.91
12/17/2013 16:00:00,5.14
12/18/2013 16:00:00,5.1
12/19/2013 16:00:00,5.1
12/20/2013 16:00:00,5.44
12/23/2013 16:00:00,5.39
12/24/2013 16:00:00,5.44
12/26/2013 16:00:00,5.48
12/27/2013 16:00:00,5.4
12/30/2013 16:00:00,5.39
12/31/2013 16:00:00,5.41
1/2/2014 16:00:00,5.29
1/3/2014 16:00:00,5.22
1/6/2014 16:00:00,5.3
1/7/2014 16:00:00,5.31
1/8/2014 16:00:00,5.22
1/9/2014 16:00:00,5.2
1/10/2014 16:00:00,5.16
1/13/2014 16:00:00,5.03
1/14/2014 16:00:00,5.11
1/15/2014 16:00:00,5.03
1/16/2014 16:00:00,5.07
1/17/2014 16:00:00,5.11
1/21/2014 16:00:00,5.08
1/22/2014 16:00:00,5.07
1/23/2014 16:00:00,5.03
1/24/2014 16:00:00,4.92
1/27/2014 16:00:00,4.7
1/28/2014 16:00:00,5.01
1/29/2014 16:00:00,4.76
1/30/2014 16:00:00,5.11
1/31/2014 16:00:00,5.04
2/3/2014 16:00:00,5.08
2/4/2014 16:00:00,5.3
2/5/2014 16:00:00,5.25
2/6/2014 16:00:00,5.39
2/7/2014 16:00:00,5.4
2/10/2014 16:00:00,5.55
2/11/2014 16:00:00,5.62
2/12/2014 16:00:00,5.61
2/13/2014 16:00:00,5.5
2/14/2014 16:00:00,5.32
2/18/2014 16:00:00,5
2/19/2014 16:00:00,5.15
2/20/2014 16:00:00,5.2
2/21/2014 16:00:00,5.24
2/24/2014 16:00:00,5.27
2/25/2014 16:00:00,5.3
2/26/2014 16:00:00,5.31
2/27/2014 16:00:00,5.28
2/28/2014 16:00:00,5.26
3/3/2014 16:00:00,5.31
3/4/2014 16:00:00,5.46
3/5/2014 16:00:00,5.43
3/6/2014 16:00:00,5.41
3/7/2014 16:00:00,5.41
3/10/2014 16:00:00,5.46
3/11/2014 16:00:00,5.47
3/12/2014 16:00:00,5.46
3/13/2014 16:00:00,5.36
3/14/2014 16:00:00,5.42
3/17/2014 16:00:00,5.46
3/18/2014 16:00:00,5.5
3/19/2014 16:00:00,5.84
3/20/2014 16:00:00,5.68
3/21/2014 16:00:00,5.69
3/24/2014 16:00:00,5.4
3/25/2014 16:00:00,5.57
3/26/2014 16:00:00,5.52
3/27/2014 16:00:00,5.46
3/28/2014 16:00:00,5.47
3/31/2014 16:00:00,5.63
4/1/2014 16:00:00,5.67
4/2/2014 16:00:00,5.69
4/3/2014 16:00:00,5.64
4/4/2014 16:00:00,5.39
4/7/2014 16:00:00,5.4
4/8/2014 16:00:00,5.47
4/9/2014 16:00:00,5.59
4/10/2014 16:00:00,5.41
4/11/2014 16:00:00,5.38
4/14/2014 16:00:00,5.49
4/15/2014 16:00:00,5.57
4/16/2014 16:00:00,5.7
4/17/2014 16:00:00,5.66
4/21/2014 16:00:00,5.73
4/22/2014 16:00:00,5.77
4/23/2014 16:00:00,5.74
4/24/2014 16:00:00,5.75
4/25/2014 16:00:00,5.6
4/28/2014 16:00:00,5.49
4/29/2014 16:00:00,5.46
4/30/2014 16:00:00,5.45
5/1/2014 16:00:00,5.46
5/2/2014 16:00:00,5.6
5/5/2014 16:00:00,5.59
5/6/2014 16:00:00,5.5
5/7/2014 16:00:00,5.55
5/8/2014 16:00:00,5.5
5/9/2014 16:00:00,5.63
5/12/2014 16:00:00,5.87
5/13/2014 16:00:00,5.55
5/14/2014 16:00:00,5.55
5/15/2014 16:00:00,5.57
5/16/2014 16:00:00,5.6
5/19/2014 16:00:00,5.64
5/20/2014 16:00:00,5.54
5/21/2014 16:00:00,5.56
5/22/2014 16:00:00,5.56
5/23/2014 16:00:00,5.64
5/27/2014 16:00:00,5.68
5/28/2014 16:00:00,5.62
5/29/2014 16:00:00,5.61
5/30/2014 16:00:00,5.58
6/2/2014 16:00:00,5.6
6/3/2014 16:00:00,5.59
6/4/2014 16:00:00,5.59
6/5/2014 16:00:00,5.74
6/6/2014 16:00:00,5.73
6/9/2014 16:00:00,5.84
6/10/2014 16:00:00,5.65
6/11/2014 16:00:00,5.62
6/12/2014 16:00:00,5.61
6/13/2014 16:00:00,5.65
6/16/2014 16:00:00,5.68
6/17/2014 16:00:00,5.77
6/18/2014 16:00:00,5.73
6/19/2014 16:00:00,5.63
6/20/2014 16:00:00,5.64
6/23/2014 16:00:00,5.6
6/24/2014 16:00:00,5.6
6/25/2014 16:00:00,5.6
6/26/2014 16:00:00,5.6
6/27/2014 16:00:00,5.74
6/30/2014 16:00:00,5.8
7/1/2014 16:00:00,5.9
7/2/2014 16:00:00,5.97
7/3/2014 16:00:00,5.92
7/7/2014 16:00:00,5.72
7/8/2014 16:00:00,5.62
7/9/2014 16:00:00,5.51
7/10/2014 16:00:00,5.42
7/11/2014 16:00:00,5.49
7/14/2014 16:00:00,5.57
7/15/2014 16:00:00,5.51
7/16/2014 16:00:00,5.5
7/17/2014 16:00:00,5.48
7/18/2014 16:00:00,5.52
7/21/2014 16:00:00,5.54
7/22/2014 16:00:00,5.45
7/23/2014 16:00:00,5.45
7/24/2014 16:00:00,5.41
7/25/2014 16:00:00,5.28
7/28/2014 16:00:00,5.19
7/29/2014 16:00:00,5.22
7/30/2014 16:00:00,5.21
7/31/2014 16:00:00,5.12
8/1/2014 16:00:00,5.16
8/4/2014 16:00:00,5.11
8/5/2014 16:00:00,5.15
8/6/2014 16:00:00,5.14
8/7/2014 16:00:00,5.06
8/8/2014 16:00:00,5.08
8/11/2014 16:00:00,5.19
8/12/2014 16:00:00,5.1
8/13/2014 16:00:00,5.12
8/14/2014 16:00:00,5.11
8/15/2014 16:00:00,5.1
8/18/2014 16:00:00,5.18
8/19/2014 16:00:00,5.13
8/20/2014 16:00:00,5.12
8/21/2014 16:00:00,5.15
8/22/2014 16:00:00,5.13
8/25/2014 16:00:00,5.19
8/26/2014 16:00:00,5.21
8/27/2014 16:00:00,5.2
8/28/2014 16:00:00,5.13
8/29/2014 16:00:00,5.15
9/2/2014 16:00:00,5.98
9/3/2014 16:00:00,6.28
9/4/2014 16:00:00,5.93
9/5/2014 16:00:00,6.09
9/8/2014 16:00:00,6.11
9/9/2014 16:00:00,6.1
9/10/2014 16:00:00,6.3
9/11/2014 16:00:00,6.62
9/12/2014 16:00:00,7.1
9/15/2014 16:00:00,7.06
9/16/2014 16:00:00,7.41
9/17/2014 16:00:00,7.26
9/18/2014 16:00:00,7.35
9/19/2014 16:00:00,7.34
9/22/2014 16:00:00,7.25
9/23/2014 16:00:00,7.29
9/24/2014 16:00:00,7.34
9/25/2014 16:00:00,7.09
9/26/2014 16:00:00,7.18
9/29/2014 16:00:00,7.19
9/30/2014 16:00:00,7.19
10/1/2014 16:00:00,7.64
10/2/2014 16:00:00,8.25
10/3/2014 16:00:00,8.23
10/6/2014 16:00:00,8.35
10/7/2014 16:00:00,8.22
10/8/2014 16:00:00,8.25
10/9/2014 16:00:00,8.09
10/10/2014 16:00:00,7.97
10/13/2014 16:00:00,7.84
10/14/2014 16:00:00,7.46
10/15/2014 16:00:00,7.86
10/16/2014 16:00:00,7.84
10/17/2014 16:00:00,7.64
10/20/2014 16:00:00,7.58
10/21/2014 16:00:00,7.75
10/22/2014 16:00:00,7.77
10/23/2014 16:00:00,8
10/24/2014 16:00:00,7.97
10/27/2014 16:00:00,8.28
10/28/2014 16:00:00,8.4
10/29/2014 16:00:00,7.92
10/30/2014 16:00:00,8
10/31/2014 16:00:00,8.03
11/3/2014 16:00:00,8.01
11/4/2014 16:00:00,8.03
11/5/2014 16:00:00,7.96
11/6/2014 16:00:00,7.92
11/7/2014 16:00:00,8.29
11/10/2014 16:00:00,8.51
11/11/2014 16:00:00,8.84
11/12/2014 16:00:00,9.03
11/13/2014 16:00:00,9.01
11/14/2014 16:00:00,8.99
11/17/2014 16:00:00,8.64
11/18/2014 16:00:00,8.65
11/19/2014 16:00:00,8.5
11/20/2014 16:00:00,8.51
11/21/2014 16:00:00,8.44
11/24/2014 16:00:00,8.51
11/25/2014 16:00:00,8.52
11/26/2014 16:00:00,8.7
11/28/2014 16:00:00,8.55
12/1/2014 16:00:00,8.02
12/2/2014 16:00:00,7.9
12/3/2014 16:00:00,7.95
12/4/2014 16:00:00,7.7
12/5/2014 16:00:00,7.86
12/8/2014 16:00:00,7.95
12/9/2014 16:00:00,8.13
12/10/2014 16:00:00,7.57
12/11/2014 16:00:00,7.54
12/12/2014 16:00:00,7.49
12/15/2014 16:00:00,7.39
12/16/2014 16:00:00,7.37
12/17/2014 16:00:00,7.92
12/18/2014 16:00:00,8.16
12/19/2014 16:00:00,8.05
12/22/2014 16:00:00,7.98
12/23/2014 16:00:00,7.89
12/24/2014 16:00:00,8.07
12/26/2014 16:00:00,8.31
12/29/2014 16:00:00,8.3
12/30/2014 16:00:00,8.28
12/31/2014 16:00:00,8.24
1/2/2015 16:00:00,7.87
1/5/2015 16:00:00,7.81
1/6/2015 16:00:00,7.56
1/7/2015 16:00:00,7.7
1/8/2015 16:00:00,8.05
1/9/2015 16:00:00,7.86
1/12/2015 16:00:00,7.6
1/13/2015 16:00:00,7.59
1/14/2015 16:00:00,7.51
1/15/2015 16:00:00,7.2
1/16/2015 16:00:00,7.41
1/20/2015 16:00:00,7.44
1/21/2015 16:00:00,7.21
1/22/2015 16:00:00,7.49
1/23/2015 16:00:00,7.49
1/26/2015 16:00:00,7.32
1/27/2015 16:00:00,7.18
1/28/2015 16:00:00,7.2
1/29/2015 16:00:00,7.65
1/30/2015 16:00:00,7.89
2/2/2015 16:00:00,9.04
2/3/2015 16:00:00,8.93
2/4/2015 16:00:00,9.57
2/5/2015 16:00:00,9.25
2/6/2015 16:00:00,9.28
2/9/2015 16:00:00,9.62
2/10/2015 16:00:00,10.01
2/11/2015 16:00:00,10.15
2/12/2015 16:00:00,10.35
2/13/2015 16:00:00,10.33
2/17/2015 16:00:00,10.75
2/18/2015 16:00:00,10.65
2/19/2015 16:00:00,10.36
2/20/2015 16:00:00,10.32
2/23/2015 16:00:00,10.45
2/24/2015 16:00:00,11.42
2/25/2015 16:00:00,11.93
2/26/2015 16:00:00,12.31
2/27/2015 16:00:00,12.48
3/2/2015 16:00:00,12.87
3/3/2015 16:00:00,12.62
3/4/2015 16:00:00,12.59
3/5/2015 16:00:00,12.34
3/6/2015 16:00:00,12.23
3/9/2015 16:00:00,12.32
3/10/2015 16:00:00,12.41
3/11/2015 16:00:00,12.68
3/12/2015 16:00:00,13.04
3/13/2015 16:00:00,13.07
3/16/2015 16:00:00,12.63
3/17/2015 16:00:00,12.5
3/18/2015 16:00:00,12.57
3/19/2015 16:00:00,12.67
3/20/2015 16:00:00,12.39
3/23/2015 16:00:00,12.64
3/24/2015 16:00:00,12.64
3/25/2015 16:00:00,12.04
3/26/2015 16:00:00,11.59
3/27/2015 16:00:00,11.71
3/30/2015 16:00:00,11.9
3/31/2015 16:00:00,11.83
4/1/2015 16:00:00,11.76
4/2/2015 16:00:00,11.56
4/6/2015 16:00:00,10.94
4/7/2015 16:00:00,11.3
4/8/2015 16:00:00,11.4
4/9/2015 16:00:00,11.26
4/10/2015 16:00:00,11.17
4/13/2015 16:00:00,11.2
4/14/2015 16:00:00,10.98
4/15/2015 16:00:00,10.99
4/16/2015 16:00:00,11.14
4/17/2015 16:00:00,10.81
4/20/2015 16:00:00,11.05
4/21/2015 16:00:00,10.82
4/22/2015 16:00:00,10.96
4/23/2015 16:00:00,11.09
4/24/2015 16:00:00,11.28
4/27/2015 16:00:00,10.84
4/28/2015 16:00:00,12.01
4/29/2015 16:00:00,11.13
4/30/2015 16:00:00,10.57
5/1/2015 16:00:00,10.2
5/4/2015 16:00:00,10
5/5/2015 16:00:00,9.61
5/6/2015 16:00:00,9.54
5/7/2015 16:00:00,9.61
5/8/2015 16:00:00,10.01
5/11/2015 16:00:00,9.52
5/12/2015 16:00:00,9.93
5/13/2015 16:00:00,9.98
5/14/2015 16:00:00,9.82
5/15/2015 16:00:00,9.89
5/18/2015 16:00:00,9.89
5/19/2015 16:00:00,9.77
5/20/2015 16:00:00,9.74
5/21/2015 16:00:00,9.7
5/22/2015 16:00:00,9.78
5/26/2015 16:00:00,9.76
5/27/2015 16:00:00,9.86
5/28/2015 16:00:00,9.72
5/29/2015 16:00:00,9.51
6/1/2015 16:00:00,9.64
6/2/2015 16:00:00,9.5
6/3/2015 16:00:00,9.79
6/4/2015 16:00:00,9.63
6/5/2015 16:00:00,9.6
6/8/2015 16:00:00,9.75
6/9/2015 16:00:00,9.87
6/10/2015 16:00:00,10.19
6/11/2015 16:00:00,9.95
6/12/2015 16:00:00,9.95
6/15/2015 16:00:00,10.11
6/16/2015 16:00:00,10.12
6/17/2015 16:00:00,10.27
6/18/2015 16:00:00,10.71
6/19/2015 16:00:00,10.59
6/22/2015 16:00:00,10.39
6/23/2015 16:00:00,10.49
6/24/2015 16:00:00,10.51
6/25/2015 16:00:00,10.44
6/26/2015 16:00:00,10.38
6/29/2015 16:00:00,10.05
6/30/2015 16:00:00,10.46
7/1/2015 16:00:00,10.43
7/2/2015 16:00:00,10.44
7/6/2015 16:00:00,10.46
7/7/2015 16:00:00,10.3
7/8/2015 16:00:00,9.75
7/9/2015 16:00:00,10.15
7/10/2015 16:00:00,10.36
7/13/2015 16:00:00,10.43
7/14/2015 16:00:00,10.6
7/15/2015 16:00:00,10.53
7/16/2015 16:00:00,10.8
7/17/2015 16:00:00,10.63
7/20/2015 16:00:00,10.7
7/21/2015 16:00:00,10.65
7/22/2015 16:00:00,10.78
7/23/2015 16:00:00,10.39
7/24/2015 16:00:00,10
7/27/2015 16:00:00,9.92
7/28/2015 16:00:00,9.93
7/29/2015 16:00:00,10.22
7/30/2015 16:00:00,10.1
7/31/2015 16:00:00,9.95
8/3/2015 16:00:00,9.83
8/4/2015 16:00:00,9.63
8/5/2015 16:00:00,9.76
8/6/2015 16:00:00,9.7
8/7/2015 16:00:00,9.63
8/10/2015 16:00:00,9.65
8/11/2015 16:00:00,9.5
8/12/2015 16:00:00,9.14
8/13/2015 16:00:00,9.23
8/14/2015 16:00:00,9.56
8/17/2015 16:00:00,9.74
8/18/2015 16:00:00,9.74
8/19/2015 16:00:00,9.74
8/20/2015 16:00:00,9.45
8/21/2015 16:00:00,9.36
8/24/2015 16:00:00,9.26
8/25/2015 16:00:00,9.38
8/26/2015 16:00:00,9.6
8/27/2015 16:00:00,8.43
8/28/2015 16:00:00,8.91
8/31/2015 16:00:00,8.39
9/1/2015 16:00:00,8.4
9/2/2015 16:00:00,8.55
9/3/2015 16:00:00,8.82
9/4/2015 16:00:00,8.56
9/8/2015 16:00:00,8.44
9/9/2015 16:00:00,8.47
9/10/2015 16:00:00,8.5
9/11/2015 16:00:00,8.41
9/14/2015 16:00:00,8.48
9/15/2015 16:00:00,8.46
9/16/2015 16:00:00,8.57
9/17/2015 16:00:00,8.51
9/18/2015 16:00:00,8.85
9/21/2015 16:00:00,8.5
9/22/2015 16:00:00,8.52
9/23/2015 16:00:00,8.52
9/24/2015 16:00:00,8.76
9/25/2015 16:00:00,8.74
9/28/2015 16:00:00,8.7
9/29/2015 16:00:00,8.9
9/30/2015 16:00:00,9.1
10/1/2015 16:00:00,9.21
10/2/2015 16:00:00,9.8
10/5/2015 16:00:00,10.25
10/6/2015 16:00:00,9.89
10/7/2015 16:00:00,9.8
10/8/2015 16:00:00,10.1
10/9/2015 16:00:00,9.89
10/12/2015 16:00:00,9.59
10/13/2015 16:00:00,9.51
10/14/2015 16:00:00,9.39
10/15/2015 16:00:00,9.54
10/16/2015 16:00:00,9.64
10/19/2015 16:00:00,9.85
10/20/2015 16:00:00,9.67
10/21/2015 16:00:00,9.4
10/22/2015 16:00:00,9.62
10/23/2015 16:00:00,9.81
10/26/2015 16:00:00,9.66
10/27/2015 16:00:00,9.66
10/28/2015 16:00:00,10.18
10/29/2015 16:00:00,9.92
10/30/2015 16:00:00,9.93
11/2/2015 16:00:00,10.44
11/3/2015 16:00:00,10.39
11/4/2015 16:00:00,9.4
11/5/2015 16:00:00,9.51
11/6/2015 16:00:00,9.46
11/9/2015 16:00:00,9.12
11/10/2015 16:00:00,8.7
11/11/2015 16:00:00,8.33
11/12/2015 16:00:00,8
11/13/2015 16:00:00,7.54
11/16/2015 16:00:00,7.12
11/17/2015 16:00:00,6.88
11/18/2015 16:00:00,6.87
11/19/2015 16:00:00,7.16
11/20/2015 16:00:00,7.65
11/23/2015 16:00:00,7.7
11/24/2015 16:00:00,7.81
11/25/2015 16:00:00,7.89
11/27/2015 16:00:00,7.85
11/30/2015 16:00:00,7.73
12/1/2015 16:00:00,7.68
12/2/2015 16:00:00,7.67
12/3/2015 16:00:00,8.1
12/4/2015 16:00:00,8.08
12/7/2015 16:00:00,8.53
12/8/2015 16:00:00,8.48
12/9/2015 16:00:00,8.26
12/10/2015 16:00:00,8.3
12/11/2015 16:00:00,7.87
12/14/2015 16:00:00,7.82
12/15/2015 16:00:00,8.04
12/16/2015 16:00:00,8.43
12/17/2015 16:00:00,7.94
12/18/2015 16:00:00,7.76
12/21/2015 16:00:00,7.7
12/22/2015 16:00:00,7.38
12/23/2015 16:00:00,7.26
12/24/2015 16:00:00,7.32
12/28/2015 16:00:00,7.15
12/29/2015 16:00:00,7.24
12/30/2015 16:00:00,7.11
12/31/2015 16:00:00,7.28
1/4/2016 16:00:00,7.07
1/5/2016 16:00:00,7.24
1/6/2016 16:00:00,7.18
1/7/2016 16:00:00,7.12
1/8/2016 16:00:00,6.83
1/11/2016 16:00:00,6.95
1/12/2016 16:00:00,6.6
